num,nombre,partido,eleccion,estado,camara,propietario,twitter,facebook,youtube,pagina_personal,twitter_avatar
281,"Márquez Martínez José Luis","PRI","Mayoría Relativa","Puebla","D","PROPIETARIO","ppmarquez12","PepeMarquezMartinez","","","http://pbs.twimg.com/profile_images/2625577267/jpd9q3ju0tgjjb3mro2q_bigger.jpeg"
282,"Márquez Velasco Silvia","PRI","Mayoría Relativa","México","D","PROPIETARIO","SilviaMarquezVe","silvia.marquezvelasco1","","","http://pbs.twimg.com/profile_images/457002938217422848/5JNpwkEz_bigger.jpeg"
283,"Martel Cantú Laura Ximena","PVEM","Representación Proporcional","Distrito Federal","D","PROPIETARIO","XimenaMartelC","","","","http://pbs.twimg.com/profile_images/2855077838/b35128a1039898abb0a19d1347ff2538_bigger.png"
284,"Martínez Cárdenas Esther Angélica","PRI","Mayoría Relativa","San Luis Potosí","D","PROPIETARIO","","EstherAngelicaMartinez","","",
285,"Martínez Martínez Juan Luis","MC","Mayoría Relativa","Oaxaca","D","PROPIETARIO","JLMartinez62","","","","http://pbs.twimg.com/profile_images/3556880625/bd5c3796a31012bc99a4e1de0954cc26_bigger.jpeg"
286,"Martínez Rojas Andrés Eloy","PRD","Mayoría Relativa","Morelos","D","PROPIETARIO","eloycam2012","eloymartinezrojas","","","http://pbs.twimg.com/profile_images/426842417220685824/xsX5a-aQ_bigger.jpeg"
287,"Martínez Santillán María del Carmen","PT","Representación Proporcional","Michoacán","D","PROPIETARIO","","","","",
288,"Mayorga Delgado Nuvia Magdalena","PRI","Representación Proporcional","Hidalgo","D","PROPIETARIO","Nuvia_Mayorga","NuviaMayorga","","","http://pbs.twimg.com/profile_images/451832255963353088/1F7-T9rS_bigger.jpeg"
289,"Medina Filigrana Marcos Rosendo","PRD","Mayoría Relativa","Tabasco","D","PROPIETARIO","Marcos_Rosendo","marcosrosendo.medinafiligrana","","","http://pbs.twimg.com/profile_images/378800000826548038/efc2f7fe1ef58ed911390fc84161979b_bigger.jpeg"
290,"Medrano Galindo Gabriela","PVEM","Representación Proporcional","Quintana Roo","D","PROPIETARIO","gabymedrano83","","","","http://pbs.twimg.com/profile_images/378800000717765113/9ca0ca27c74bed344aa8c933f4a9ec4f_bigger.jpeg"
291,"Mejía Berdeja Ricardo Sóstenes","MC","Representación Proporcional","Guerrero","D","PROPIETARIO","Ricardomeb","ricardo.mejiaberdeja","RicardoMejiaBerdeja","","http://pbs.twimg.com/profile_images/459449769421590528/KWLc8qz2_bigger.jpeg"
292,"Mejía Guardado Julisa","PRD","Representación Proporcional","México","D","PROPIETARIO","","","","",
293,"Melchor Vásquez Angélica Rocío","PRD","Representación Proporcional","Oaxaca","D","PROPIETARIO","rociomvasquez","angelicarocio.melchorvasquez","","","http://pbs.twimg.com/profile_images/378800000764625235/20c19304987269438d36f28d6ea9f88d_bigger.png"
294,"Méndez Denis Lorena","MC","Mayoría Relativa","Tabasco","D","PROPIETARIO","loremendezd","lorenadiputada","","","http://pbs.twimg.com/profile_images/2003184774/face_profile_pic_bigger.jpg"
295,"Méndez Martínez Mario Rafael","PRD","Mayoría Relativa","Oaxaca","D","PROPIETARIO","DiputadoRafael","","","","http://pbs.twimg.com/profile_images/2610427647/2lju7mr9ff1sk0v0ibye_bigger.jpeg"
296,"Mendoza Curiel María Leticia","PRI","Mayoría Relativa","Jalisco","D","PROPIETARIO","lety_mc","","","www.leticiamendoza9.com","http://pbs.twimg.com/profile_images/2947912334/3716da772e2e8370e9cbe7bfd1285688_bigger.jpeg"
297,"Mendoza Garza Jorge","PRI","Representación Proporcional","Nuevo León","D","PROPIETARIO","","","","",
298,"Mercado Gallegos Sonia Catarina","PRI","Mayoría Relativa","Durango","D","PROPIETARIO","katy_mercado","katy.mercadogallegos","KatyMercado","","http://pbs.twimg.com/profile_images/378800000271460190/c44b602856a64e8d8c48e8bae30d20d9_bigger.jpeg"
299,"Merlín García María del Rosario","PRD","Mayoría Relativa","Guerrero","D","PROPIETARIO","RosarioMerlin","rosario.merlingarcia","","","http://pbs.twimg.com/profile_images/378800000851495052/1e93107b3cfd5e2dbfbad8c5818d583a_bigger.jpeg"
300,"Micalco Méndez Rafael Alejandro","PAN","Representación Proporcional","Puebla","D","PROPIETARIO","rafamicalco","rafael.micalcomendez","","","http://pbs.twimg.com/profile_images/378800000842339573/dde323c26ebffa5b4a74c03c6b17b311_bigger.jpeg"
301,"Mícher Camarena Martha Lucía","PRD","Mayoría Relativa","Distrito Federal","D","PROPIETARIO","malumicher","MaluMicher","","http://www.malumicher.mx/","http://pbs.twimg.com/profile_images/3541938109/a84be7cbb7adffe2ab5585201726dd60_bigger.jpeg"
302,"Miranda Munive Emilse","PRI","Mayoría Relativa","Hidalgo","D","PROPIETARIO","EmilseMiranda1","EmilseMirandaMunive","","","http://pbs.twimg.com/profile_images/2562288590/YNj5efBK_bigger"
303,"Miranda Salgado Marino","PRD","Mayoría Relativa","Guerrero","D","PROPIETARIO","MarinoMiranda","marino.mirandasalgado","","","http://pbs.twimg.com/profile_images/2840975430/f5fceea545f2ffef120b497cb4549646_bigger.jpeg"
304,"Moctezuma Oviedo María Guadalupe","PRD","Representación Proporcional","Veracruz","D","PROPIETARIO","","guadalupe.moctezumaoviedo","","",
305,"Mojica Morga Teresa de Jesús","PRD","Representación Proporcional","Guerrero","D","PROPIETARIO","teremojica","","teremojicamorga","","http://pbs.twimg.com/profile_images/440988455967797249/byQ8e1kD_bigger.jpeg"
306,"Mondragón González María Guadalupe","PAN","Representación Proporcional","México","D","PROPIETARIO","Lupita_Mondrag","guadalupe.mondragon","","","http://pbs.twimg.com/profile_images/422396492255490048/cjCpTub2_bigger.jpeg"
307,"Monreal Ávila Ricardo","MC","Representación Proporcional","Distrito Federal","D","PROPIETARIO","RicardoMonrealA","ricardomonreala","","","http://pbs.twimg.com/profile_images/3704320159/9dea691f09b5442281b2d387f3d680be_bigger.jpeg"
308,"Montalvo Hernández Ramón","PRD","Representación Proporcional","México","D","PROPIETARIO","","ramon.montalvohernandez2","","",
309,"Montano Guzmán José Alejandro","PRI","Mayoría Relativa","Veracruz","D","PROPIETARIO","lejandromontano","josealejandromontanoguzman","","","http://pbs.twimg.com/profile_images/2791339977/2ce567e40ec19ff654f12d1c49b7fde0_bigger.png"
310,"Montes Alvarado Abraham","PRI","Mayoría Relativa","Chihuahua","D","PROPIETARIO","AbrahamMontesD5","AbrahamMontesAlvarado","","","http://pbs.twimg.com/profile_images/2554361302/sr7bx58fncw25l7qibx9_bigger.jpeg"
311,"Morales Flores Jesús","PRI","Mayoría Relativa","Puebla","D","PROPIETARIO","JMFdiputado","jesus.moralesflores.921","","","http://pbs.twimg.com/profile_images/2726279392/04da5dc50dfd4f926097adf7032d5bb4_bigger.jpeg"
312,"Morales López Carlos Augusto","PRD","Mayoría Relativa","Distrito Federal","D","PROPIETARIO","carlosaugusto24","carlosaugusto.moraleslopez","","","http://pbs.twimg.com/profile_images/2771316466/9b828e623a82dcadbcce7f2321e50b92_bigger.png"
313,"Morales Vargas Trinidad Secundino","PRD","Representación Proporcional","Distrito Federal","D","PROPIETARIO","","","","",
314,"Moreno Árcega José Isidro","PRI","Mayoría Relativa","México","D","PROPIETARIO","IsidroMor","isidromorenoarcega","","","http://pbs.twimg.com/profile_images/2918788848/1dd61483523b0117fb0f3e124e570f05_bigger.jpeg"
315,"Moreno Cárdenas Rafael Alejandro","PRI","Representación Proporcional","Campeche","D","PROPIETARIO","alitomorenoc","","","","http://pbs.twimg.com/profile_images/378800000767182714/80a625a3c54dd60d13ea901da619d194_bigger.jpeg"
316,"Moreno Montoya José Pilar","PRI","Mayoría Relativa","Aguascalientes","D","PROPIETARIO","Jpilarmoreno","PilarMorenoMontoya","","http://www.pilarmoreno.org/","http://pbs.twimg.com/profile_images/1995536703/pili_twitter_bigger.jpg"
317,"Moreno Rivera Israel","PRD","Mayoría Relativa","Distrito Federal","D","PROPIETARIO","IsraelMorRiv","israelmorenor","","","http://pbs.twimg.com/profile_images/2107305564/398676_110615469061711_100003397759940_55854_821674905_n_bigger.jpg"
318,"Moreno Rivera Julio César","PRD","Representación Proporcional","Distrito Federal","D","PROPIETARIO","julioc_moreno","Julio-César-Moreno-Rivera-en-el-DF/232348680135562","JULIOCESARMORENOVC","http://www.juliocesarmoreno.com/","http://pbs.twimg.com/profile_images/1233162840/twiter_bigger.jpg"
319,"Morgan Navarrete Tania Margarita","PAN","Representación Proporcional","Sinaloa","D","PROPIETARIO","taniammorgan","taniammorgann","","","http://pbs.twimg.com/profile_images/3402823346/53de130e88c43f247b6541b5ecf3ab1a_bigger.jpeg"
320,"Mota Ocampo Gisela Raquel","PRD","Representación Proporcional","Morelos","D","PROPIETARIO","","GiselaRaquelMotaOcampo","","",
321,"Muñiz Martínez Dulce María","PRI","Mayoría Relativa","Hidalgo","D","PROPIETARIO","Dulce_Muniz","","","http://www.dulcemuniz.org.mx/","http://pbs.twimg.com/profile_images/449257735469551616/JDHd50aF_bigger.jpeg"
322,"Muñoz Kapamas Felipe de Jesús","PRI","Representación Proporcional","Distrito Federal","D","PROPIETARIO","","","","",
323,"Muñoz Márquez Juan Carlos","PAN","Representación Proporcional","Guanajuato","D","PROPIETARIO","jcmunozmarquez","jcmunozmarquez","jcmunozmarquez","","http://pbs.twimg.com/profile_images/450988322748239872/nQPN3rUT_bigger.jpeg"
324,"Muñoz Soria José Luis","PRD","Mayoría Relativa","Distrito Federal","D","PROPIETARIO","","ing.joseluismunoz","","http://jose-luis-munozsoria.blogspot.mx/",
325,"Murguía Lardizabal Luis Alfredo","PRI","Mayoría Relativa","Chihuahua","D","PROPIETARIO","Dipluismurguia","luismurguia04","","","http://pbs.twimg.com/profile_images/3318499616/185de3016950a5ffd6cd7d1a01f94498_bigger.jpeg"
326,"Murillo Karam Jesús","PRI","Representación Proporcional","Hidalgo","D","PROPIETARIO","MurilloKaram","","","","http://pbs.twimg.com/profile_images/1693428795/blanco_bigger.jpg"
327,"Nájera Medina Víctor Reymundo","PRD","Mayoría Relativa","Morelos","D","PROPIETARIO","najeramedina","victorreymundonajeramedina","","http://victornajeramedina.com/","http://pbs.twimg.com/profile_images/2145989820/victor_najera_perfil02_bigger.png"
328,"Narcía Álvarez Héctor","PVEM","Mayoría Relativa","Chiapas","D","PROPIETARIO","NarciaHector","hector.narciaalvarez","","","http://pbs.twimg.com/profile_images/2006600139/logoverde_bigger.gif"
329,"Nava Gómez José Everardo","PRI","Mayoría Relativa","San Luis Potosí","D","PROPIETARIO","","joseeverardo.navagomez","","",
330,"Navarrete Contreras Joaquina","PRD","Mayoría Relativa","México","D","PROPIETARIO","JoaquinaNC","joaquina.prd","","","http://pbs.twimg.com/profile_images/435768596271075329/nr-s7XIJ_bigger.jpeg"
331,"Navarrete Vital Ma. Concepción","PRI","Mayoría Relativa","Guanajuato","D","PROPIETARIO","","","","",
332,"Navarro de Alva César Reynaldo","PRI","Mayoría Relativa","México","D","PROPIETARIO","reynaldoixt12","","","","http://pbs.twimg.com/profile_images/1848774458/reynaldo_bigger.jpg"
333,"Neblina Vega Heberto","PAN","Representación Proporcional","Sonora","D","PROPIETARIO","","","","",
334,"Niáves López Ossiel Omar","PRI","Mayoría Relativa","Jalisco","D","PROPIETARIO","","","","",
335,"Niño de Rivera Vela Homero Ricardo","PAN","Mayoría Relativa","Nuevo León","D","PROPIETARIO","HomeroNR","HomeroNR","homeronrtv","","http://pbs.twimg.com/profile_images/437051673693810689/SbhAT7rw_bigger.jpeg"
336,"Nolasco Ramírez Yesenia","PRD","Representación Proporcional","Distrito Federal","D","PROPIETARIO","ynolasco2","yesenia.nolascoramirez","","","http://pbs.twimg.com/profile_images/451145528424669184/cCJHEuLr_bigger.jpeg"
337,"Núñez Aguilar Ernesto","PVEM","Mayoría Relativa","Michoacán","D","PROPIETARIO","ernesto_nu","Ernestonu","ernestonunezaguilar","","http://pbs.twimg.com/profile_images/378800000410830325/bcea46d11986139cd36ba3658b3c9cf6_bigger.jpeg"
338,"Núñez Monreal Magdalena del Socorro","PT","Representación Proporcional","Zacatecas","D","PROPIETARIO","DMagdaNM","MagdaNunezMonreal","prensamagdalenapt","","http://pbs.twimg.com/profile_images/2694943600/c0b9d0142f2bb014c128efb83eda6788_bigger.jpeg"
339,"Núñez Sánchez Gloria Elizabeth","PRI","Mayoría Relativa","Nayarit","D","PROPIETARIO","dipglorianunez","Gloria-Elizabeth-Nuñez-Sanchez","gloria nuñez","http://glorianunezsanchez.org/","http://pbs.twimg.com/profile_images/1993510689/gloriaInicio_bigger.png"
340,"Ochoa Gallegos Williams Oswaldo","PRI","Mayoría Relativa","Chiapas","D","PROPIETARIO","WillyOchoaG","willyochoagallegos","willyochoag","http://www.willyochoa.com.mx/","http://pbs.twimg.com/profile_images/378800000733182180/7709ee72e2f0cfcba0f43b253ca9f3d3_bigger.png"
341,"Ochoa González Arnoldo","PRI","Representación Proporcional","Colima","D","PROPIETARIO","ArnoldoOchoa_","arnoldo.ochoagonzalez","","http://www.arnoldoochoa.org.mx/","http://pbs.twimg.com/profile_images/2559621030/8yofa800f7oee9z0jzfw_bigger.jpeg"
342,"Ochoa López Nabor","PVEM","Representación Proporcional","Colima","D","PROPIETARIO","NaborOchoa1","nabor.ochoalopez.5","","","http://pbs.twimg.com/profile_images/3347120215/fbabe933c9815d4def721339d9e50b04_bigger.jpeg"
343,"Oliveros Usabiaga José Luis","PAN","Mayoría Relativa","Guanajuato","D","PROPIETARIO","chelisoliveros","jlusabiaga","","","http://pbs.twimg.com/profile_images/448948887701573632/Vz7vEjF5_bigger.jpeg"
344,"Olvera Barrios Cristina","PANAL","Representación Proporcional","Distrito Federal","D","PROPIETARIO","DipCristina","cristina.olverabarrios","","","http://pbs.twimg.com/profile_images/378800000726474955/477e46c30f95dfe1c22f3b823a0e36ce_bigger.jpeg"
345,"Olvera Correa Luis","PRI","Mayoría Relativa","Michoacán","D","PROPIETARIO","LuisOlveraPri","LuisOlveraOficial","","","http://abs.twimg.com/sticky/default_profile_images/default_profile_0_bigger.png"
346,"Ordaz Martínez María del Carmen","PRI","Mayoría Relativa","Yucatán","D","PROPIETARIO","OrdazMaricarmen","mariadelcarmen.ordazmartinez","","","http://pbs.twimg.com/profile_images/431493982963499008/eB-Riekz_bigger.jpeg"
347,"Orihuela García Javier","PRD","Mayoría Relativa","Morelos","D","PROPIETARIO","","ingjavier.orihuelagarcia","","",
348,"Orive Bellinger Adolfo","PT","Representación Proporcional","Distrito Federal","D","PROPIETARIO","Adolfo_OriveB","Adolfo-Orive/133491186663318","","","http://pbs.twimg.com/profile_images/344513261578284137/1399cf4fc385a0583b2fe9d12fc18dde_bigger.jpeg"
349,"Orozco Gómez Javier","PVEM","Representación Proporcional","México","D","PROPIETARIO","","","","",
350,"Orta Coronado Marcelina","PAN","Mayoría Relativa","Tamaulipas","D","PROPIETARIO","","","","",
351,"Ortega Pacheco Guadalupe del Socorro","PRI","Representación Proporcional","Yucatán","D","PROPIETARIO","","","","",
352,"Ortiz Ahlf Loretta","PT","Representación Proporcional","Distrito Federal","D","PROPIETARIO","","","","",
353,"Ortiz García Salvador","PRI","Mayoría Relativa","Michoacán","D","PROPIETARIO","Salvador_OrtizG","ChavaOrtizGarcia","","","http://pbs.twimg.com/profile_images/2677906336/d1a8fe907f98afae63c833376fe441b9_bigger.png"
354,"Ortiz Mantilla María Isabel","PAN","Mayoría Relativa","Puebla","D","PROPIETARIO","MarisaOrtizM","marisaortiz2012","","","http://pbs.twimg.com/profile_images/415548070093266945/F4x1dQnV_bigger.jpeg"
355,"Othón Zayas Máximo","PAN","Mayoría Relativa","Sonora","D","PROPIETARIO","MaximoOthon","MaximoOthonZayas","","http://maximoothon.com/","http://pbs.twimg.com/profile_images/378800000707570837/376a941f30766d24410c36b2da89c33d_bigger.jpeg"
356,"Oviedo Herrera J. Jesús","PAN","Mayoría Relativa","Guanajuato","D","PROPIETARIO","JesusOviedoH","Jesús-Oviedo-Herrera","","","http://pbs.twimg.com/profile_images/430824041075597312/REnPt0NV_bigger.jpeg"
357,"Pacheco Díaz Germán","PAN","Mayoría Relativa","Tamaulipas","D","PROPIETARIO","GermanPachecoDi","GPachecoDiputado","GPachecoDiputado","","http://pbs.twimg.com/profile_images/2210159861/GermanPachecoDiaz_bigger.jpg"
358,"Pacheco Rodríguez Ricardo Fidel","PRI","Representación Proporcional","Durango","D","PROPIETARIO","","Ricardo-Pacheco-Rodriguez","","",
359,"Padilla Fierro Román Alfredo","PRI","Mayoría Relativa","Sinaloa","D","PROPIETARIO","","romanalfredo.padillafierro","","",
360,"Padilla Navarro Cesario","PRI","Mayoría Relativa","Jalisco","D","PROPIETARIO","CESARIOPADILLA","","","","http://pbs.twimg.com/profile_images/2243804048/mezquitic_3_bigger.jpg"
361,"Padilla Ramos Carla Alicia","PVEM","Representación Proporcional","México","D","PROPIETARIO","cpadillaramos","Dip-Carla-Alicia-Padilla-Ramos","carlapadillaramos","http://carlapadilla.com.mx/","http://pbs.twimg.com/profile_images/2617673192/Perfil_bigger.jpg"
362,"Pantoja Hernández Leslie","PAN","Representación Proporcional","Sonora","D","PROPIETARIO","lesliepantoja","Leslie-Pantoja","","","http://pbs.twimg.com/profile_images/421767353282490368/BvkfAjTM_bigger.jpeg"
363,"Pariente Gavito María del Rosario de Fátima","PVEM","Mayoría Relativa","Chiapas","D","PROPIETARIO","RosarioPariente","chachitapariente","","","http://pbs.twimg.com/profile_images/2823585353/f87ff6ed989a2d837ff6142285fee2bb_bigger.jpeg"
364,"Paz Alonzo Raúl","PAN","Mayoría Relativa","Yucatán","D","PROPIETARIO","RaulPaz_IV","RaulPazAlonzo","","http://www.raulpazalonzo.com/",
365,"Pazzi Maza Zita Beatriz","PRI","Mayoría Relativa","Veracruz","D","PROPIETARIO","ZitaPazzi","Zita-Pazzi-Maza","","","http://pbs.twimg.com/profile_images/441033517170839552/fHkl1Lm9_bigger.jpeg"
366,"Pedraza Aguilera Flor de María","PAN","Representación Proporcional","Distrito Federal","D","PROPIETARIO","FlorPedraza","flor.p.aguilera.3","","","http://pbs.twimg.com/profile_images/3668468561/30ab3d8a2c30e97c136a29bde6aea38c_bigger.jpeg"
367,"Pelayo Covarrubias Francisco","PAN","Mayoría Relativa","Baja California Sur","D","PROPIETARIO","","panchopelayocovarrubias","","",
368,"Peña Avilés Gerardo","PAN","Mayoría Relativa","Sinaloa","D","PROPIETARIO","GerardoElArquiP","Gerardo-Peña-Aviles/201711533258429","Gerardo Peña Avilés","","http://pbs.twimg.com/profile_images/1780873142/profile_twitter_arqui_bigger.JPG"
369,"Pérez Anzueto Hugo Mauricio","PRI","Mayoría Relativa","Chiapas","D","PROPIETARIO","AnzuetoDiputado","hugo.perezanzueto","","","http://pbs.twimg.com/profile_images/2261390435/Lic._Pe_a_Nieto_y_Lic._Hugo_P_rez_-_copia_bigger.jpg"
370,"Pérez Camarena Carmen Lucía","PAN","Representación Proporcional","Jalisco","D","PROPIETARIO","Lucyperez2012","lucia.perez.9655","","","http://pbs.twimg.com/profile_images/441679089301082112/HZvUPscp_bigger.jpeg"
371,"Pérez de Alba José Noel","PRI","Mayoría Relativa","Jalisco","D","PROPIETARIO","chachodiputado","noel.perezdealba","","","http://pbs.twimg.com/profile_images/677732000/chacho_foto_congreso_bigger.jpg"
372,"Pérez Escalante Elvia María","PRI","Representación Proporcional","Campeche","D","PROPIETARIO","perezelviam","elvia.perezescalante.75","","","http://pbs.twimg.com/profile_images/2267355581/IMG00079-20120403-1423_bigger.jpg"
373,"Pérez Hernández Rosa Elba","PVEM","Mayoría Relativa","Guanajuato","D","PROPIETARIO","rosaelba3","Rosa-Elba-Perez","","http://rosaelbaperez.com/","http://pbs.twimg.com/profile_images/2187389830/icono-ROSA-ELBA-mini-foto_bigger.jpg"
374,"Pérez Tejada Padilla David","PVEM","Mayoría Relativa","Baja California","D","PROPIETARIO","davidptp07","davidptp07","","http://www.davidpereztejada.com/","http://pbs.twimg.com/profile_images/3339282094/5890d3623fc322a7de6ffafb3a04601b_bigger.jpeg"
375,"Ponce Orozco Norma","PRI","Mayoría Relativa","México","D","PROPIETARIO","NormaPonceO","NormaPonceE","normaponcetv","","http://pbs.twimg.com/profile_images/440926265889918976/XkwFNy52_bigger.jpeg"
376,"Porras Pérez Pedro","PRD","Representación Proporcional","México","D","PROPIETARIO","","pedro.porrasperez","","",
377,"Portillo Martínez Vicario","PRD","Mayoría Relativa","Guerrero","D","PROPIETARIO","","vicario.portillomartinez","","",
378,"Posadas Hernández Domitilo","PRD","Representación Proporcional","México","D","PROPIETARIO","PrensaDomitiloP","domitiloposadas","","http://domitiloposadashernandez.com.mx/","http://pbs.twimg.com/profile_images/3402724572/74ef52900d2bf4e26bbdd5652880d90b_bigger.jpeg"
379,"Prieto Herrera Humberto Armando","PAN","Mayoría Relativa","Tamaulipas","D","PROPIETARIO","Betoprietoh","","","","http://pbs.twimg.com/profile_images/438894305705340929/c7z4DSod_bigger.jpeg"
380,"Quian Alcocer Eduardo Román","PRI","Mayoría Relativa","Quintana Roo","D","PROPIETARIO","RomanQuian","RomanQuianAlcocer","romanquiantv","www.RomanQuian.com.mx","http://pbs.twimg.com/profile_images/2249421950/image_bigger.jpg"
381,"Quiñones Canales Lourdes Eulalia","PRI","Representación Proporcional","Durango","D","PROPIETARIO","lourdesquinones","Lourdes-Quiñones-Canales","","","http://pbs.twimg.com/profile_images/3410214403/bbe61cd1e3149d0766cf2df05d089035_bigger.jpeg"
382,"Quintana León Socorro de la Luz","PRI","Mayoría Relativa","Michoacán","D","PROPIETARIO","SocorroQuintan/quintanasoc","socorroql","http://www.youtube.com/channel/UCzBHL3oNrdYk387d_6KvHLQ","",
383,"Quintana Salinas Esther","PAN","Mayoría Relativa","Coahuila","D","PROPIETARIO","estherquintanas","esther.quintanasalinas","","","http://pbs.twimg.com/profile_images/1966571937/IMG_3695_bigger.jpg"
384,"Quiroga Anguiano Karen","PRD","Mayoría Relativa","Distrito Federal","D","PROPIETARIO","KarenQuirogaA","KarenQuirogaAnguiano","","http://www.karenquiroga.mx/","http://pbs.twimg.com/profile_images/378800000228511879/a58e7e7a9184106ebca70cc6da6f9a69_bigger.jpeg"
385,"Ramírez Aguilar Óscar Eduardo","PVEM","Mayoría Relativa","Chiapas","D","PROPIETARIO","","oscareduardo.ramirezaguilar","","",
386,"Ramírez Diez Gutiérrez María Concepción","PAN","Representación Proporcional","San Luis Potosí","D","PROPIETARIO","conchitadiez","ConchitaMX","","http://conchita.mx/","http://pbs.twimg.com/profile_images/3316902172/0c300a94ca628b47c450b14d7b888931_bigger.png"
387,"Ramírez Romero Luis Miguel","PAN","Representación Proporcional","Morelos","D","PROPIETARIO","","luismiguelramirezromero","luismiguelrrpan","",
388,"Rangel Espinosa José","PRI","Mayoría Relativa","México","D","PROPIETARIO","","","","",
389,"Rangel Segovia Alejandro","PRI","Mayoría Relativa","Guanajuato","D","PROPIETARIO","conalexrangel","conalexrangel1","conalexrangel","http://www.conalexrangel.com/","http://pbs.twimg.com/profile_images/2241820517/Perfilfacetwitter_bigger.png"
390,"Reina Lizárraga José Enrique","PAN","Mayoría Relativa","Sonora","D","PROPIETARIO","EnriqueRL","Enrique-Reina","enriquereinal","http://www.enriquereina.com/web/","http://pbs.twimg.com/profile_images/2472988040/v109ttsutv19pj5i7api_bigger.jpeg"
391,"Rellstab Carreto Tanya","PRI","Mayoría Relativa","México","D","PROPIETARIO","TANYA_RELLSTAB","tanya.rellstabcarreto","","","http://pbs.twimg.com/profile_images/1164227479/presidenta_bigger.jpg"
392,"Retamoza Vega Patricia Elena","PRI","Representación Proporcional","Jalisco","D","PROPIETARIO","pattyretamoza","Patricia-Retamoza-Vega","","","http://pbs.twimg.com/profile_images/1882665803/image_bigger.jpg"
393,"Reyes Gamíz Roberto Carlos","PRD","Mayoría Relativa","Distrito Federal","D","PROPIETARIO","ReyesGamiz","","","http://carlosreyesgamiz.blogspot.mx/","http://pbs.twimg.com/profile_images/2247268093/gamiz_bigger.jpg"
394,"Reyes Montiel Carla Guadalupe","PRD","Representación Proporcional","México","D","PROPIETARIO","","carla.reyesmontiel","","",
395,"Reza Gallegos Rocío Esmeralda","PAN","Representación Proporcional","Chihuahua","D","PROPIETARIO","Rocio_Reza","DiputadaRocioReza","","","http://pbs.twimg.com/profile_images/378800000822880185/dfbaffde65f4a5e06f82a6587cb1dec3_bigger.jpeg"
396,"Ricalde Magaña Alicia Concepción","PAN","Representación Proporcional","Quintana Roo","D","PROPIETARIO","AliciaRicaldeOf","aliciaconcepcion.ricaldemagana","","","http://pbs.twimg.com/profile_images/378800000691093275/5b4f34501659ec6c2496280021f227b9_bigger.jpeg"
397,"Rincón Chanona Sonia","PANAL","Representación Proporcional","Chiapas","D","PROPIETARIO","SoniaRinconC","Sonia-Rincón-Chanona","","","http://abs.twimg.com/sticky/default_profile_images/default_profile_3_bigger.png"
398,"Rivadeneyra Hernández Alfredo","PAN","Representación Proporcional","México","D","PROPIETARIO","arivadeneyrah","","","","http://pbs.twimg.com/profile_images/378800000700524369/ab3fc62f119eac9037bf888d0dd93e57_bigger.png"
399,"Rivera Villanueva Erick Marte","PAN","Representación Proporcional","Hidalgo","D","PROPIETARIO","","erickmarte.riveravillanueva","","",
400,"Robledo Leal Ernesto Alfonso","PAN","Mayoría Relativa","Nuevo León","D","PROPIETARIO","Alfonso_Robledo","AlfonsoRobledoL","AlfonsoRobledoL","http://www.alfonsorobledo.com/","http://pbs.twimg.com/profile_images/378800000755582825/1befb0b92556793a509a8ea877a14b94_bigger.jpeg"
401,"Roblero Gordillo Héctor Hugo","PT","Representación Proporcional","Chiapas","D","PROPIETARIO","","hectorhugo.roblerogordillo","","",
402,"Robles Aguirre Mayra Karina","PRI","Mayoría Relativa","Baja California","D","PROPIETARIO","MayraRoblesA","Mayra-Karina-Robles-Aguirre","","","http://pbs.twimg.com/profile_images/2208347347/FB_Mayra_rojo_bigger.jpg"
403,"Rocha Piedra Juan Manuel","PRI","Mayoría Relativa","Nayarit","D","PROPIETARIO","","RochaPiedra","Juan Manuel Rocha Piedra","",
404,"Rodríguez Doval Fernando","PAN","Representación Proporcional","Distrito Federal","D","PROPIETARIO","ferdoval","FerRodriguezDoval","Fernando Doval","","http://pbs.twimg.com/profile_images/3008379184/bda43aa1157dfeeb1a25dc8504526bae_bigger.jpeg"
405,"Rodríguez Montero Francisco Tomás","PRD","Mayoría Relativa","Morelos","D","PROPIETARIO","","","","",
406,"Rodríguez Vallejo Diego Sinhue","PAN","Mayoría Relativa","Guanajuato","D","PROPIETARIO","diegosinhue","diegosinhue.rodriguezvallejo","","","http://pbs.twimg.com/profile_images/3001312674/54bee591212bb9c24510b9278a5877b4_bigger.jpeg"
407,"Rojo García de Alba José Antonio","PRI","Mayoría Relativa","Hidalgo","D","PROPIETARIO","Joseantoniorojo","","","","http://pbs.twimg.com/profile_images/2422916079/image_bigger.jpg"
408,"Román Bojórquez Jesús Tolentino","PRI","Mayoría Relativa","México","D","PROPIETARIO","","JesusTolentinoRomanBojorquez","","",
409,"Romero Sevilla Leonor","PAN","Representación Proporcional","Tlaxcala","D","PROPIETARIO","LeonorAzul","leonorfuerzaazul","","","http://pbs.twimg.com/profile_images/1558672684/leonor_4_bigger.jpg"
410,"Romero Guzmán Rosa Elia","PT","Mayoría Relativa","Oaxaca","D","PROPIETARIO","RomeroRosaElia","Rosa-Elia-Romero-Guzman","","","http://pbs.twimg.com/profile_images/378800000443889431/d17c1af2682b324a508f620996c0c256_bigger.jpeg"
411,"Romero Lozano María Fernanda","MC","Representación Proporcional","Tabasco","D","PROPIETARIO","","","","",
